,network,id,createdAt,voter,outcome,reputation,dao,proposal
29,mainnet,0x013f1199b6a39a8ebb2ed845ed720bccbca6a48b173d1d8ce043f43eb6c13018,1557478101,0xb64850fe701fb64667b6cc762aa2c12f2e02193c,Pass,96000000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x9f3f802c33a4642eac8058dab21211b8a68b207bbfb918b50ff41027e8b88243
30,mainnet,0x013f1401e4fd5d189a9732d567c26666ab84537770c3d92316e46ed4615a253b,1572545727,0x43e95670dd39653632f01f537d7809ab89ca58fa,Pass,111000000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x47d16bab9af5551f9ac10b13e32726ceefe6c01152a9b9da01626172d9afda2e
31,mainnet,0x0148b24223408640415f03a02856a8296f6b604b64b6fbff429f771608744b9d,1589401484,0xb0e83c2d71a991017e0116d58c5765abc57384af,Pass,17466183440825327276060,0x519b70055af55a007110b4ff99b0ea33071c720a,0xb58af24cfce3331978629f3233231ea86ba4344f53c972adbae2c8e509db2471
32,mainnet,0x014a5d6b55a11f61017847741c3611c229cabc8a490d4f4e58a055b112e77d8e,1556560401,0x1bc9e52baa93dab1a47c3168f6d82ed08856ec83,Pass,312616000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x7f3462daaff3e321503aa39ee341afe63642e2365c824b4844c793c7f56240f8
33,mainnet,0x017395ec86da6357db474b7178043f7f086f70e0a238b46d012062d02a3083c0,1561937532,0x31bc17f8a002d8a5c232b8fcc6e0171135cce37d,Fail,80786993458938550076,0x6bee9b81e434f7afce72a43a4016719315069539,0xfe9353c2cff03d618cbc1a12f848d8cfd7cbd038aecad7fc0552d285c197306b
34,mainnet,0x019e84f779f8c912885df2ecb6fa9e428e132b0ec35e78c671740357237024d8,1626422766,0x441428454b614d2bb2782165ef1cee53da79dd93,Pass,14239721932529555834588,0x519b70055af55a007110b4ff99b0ea33071c720a,0x98a9cd6a18236dac8d633b4f3f337396f5c8c696fa44a65eb2cfb5797325c503
35,mainnet,0x01a224209be853d1f31d3cef24670253a370fd2ef00749810ba8df3bc8c0c8d3,1575889277,0x24597c5c68687e816ffc0c69e064cb70bb62a9cd,Pass,768862018477626100249,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x8db973326c5c75b0bfa6a1271610973fb6f7176640ef75085b7ca38ad9dbd69c
36,mainnet,0x01a890ec068dd49641a0d7aee168a85580e4b5ac0822db7589ad8de3b464891e,1680881843,0x8e900cf9bd655e34bb610f0ef365d8d476fd7337,Pass,94517000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0x0dc340bf6583557c718716d50d6fc8adbc6f73ab7414590bad7cf78373e0e58b
37,mainnet,0x01bd2d14d46c11326d58dec4df5316a237db0a67dcd2725ba25c6f3956843d5b,1573166670,0x5db06acd673531218b10430ba6de9b69913ad545,Pass,144000000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x369e0cf75dc46e2defa2963f5ac7dfd162eec886c5404fc946db85c49afd8956
38,mainnet,0x01c570d8f66359655f9dff6255bbaf6f431d3fd89ce605712d63a4c7d86dae9d,1572267239,0xc4d9d1a93068d311ab18e988244123430eb4f1cd,Pass,300000000000000000000,0x0b93ba560283350d4216f29dc57e15df38d0eace,0x44222f5a1d36d436729459ed383b33bbd9139ed63e6fa5ffe61cf4188f85482c
39,mainnet,0x01cf01353ea0ce57e480b182634d0f6c3c89153ad48878451b8b2b84aa2feb25,1579272480,0xa1b02d8c67b0fdcf4e379855868deb470e169cfb,Pass,1013440939008000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x0a714ed9e2f0c532237929cbc4378efebdf195c978c92ee55ae4dcd128dbb6c8
40,mainnet,0x01cf469344c0181cb37f8f4f04a7818d4f24214c3612f5d7ecdecfbcf5bff1f8,1604469684,0x583acc79585d3cb195ea8125f6f80ad459b46313,Pass,70601515126223155994561,0x519b70055af55a007110b4ff99b0ea33071c720a,0x8a6d77138234f46d30f92caa1c936dce5ab2af4331d213eda67186d1e3de2713
41,mainnet,0x01d8a3e0e35e3d0ad8fdf8381733f9ffce783a2945c12b9063d403e9c696ce6c,1561728129,0x144c4e5027b69f7798b2b162d924bcae5c149f15,Pass,804833851347944426859,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x9fe40631ef7f2c3b40e8abbd769bd951c5bc1c74b3164541ab14dbffeb9dcab7
42,mainnet,0x01d99a7f309d9ab0a3c75b306b455b4b190e1944794f9ed0f47b6bab3f371182,1604621635,0x441428454b614d2bb2782165ef1cee53da79dd93,Pass,8204440168396800000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0x6ad990bc3af610e9377b6ec7bc08d2b272ac554db06a54bc3b395372312bc292
43,mainnet,0x01e772e25f3bb84da2ed1818861655fedf524ea2ba071136dc50925c0605e94d,1663772543,0x08eec580ad41e9994599bad7d2a74a9874a2852c,Pass,85650668829366404166928,0x519b70055af55a007110b4ff99b0ea33071c720a,0x906ba008d79547b495845c121b9baa6c992c6c55ca2a0388e5523dfce66e0661
44,mainnet,0x01ea05c0b802a2a1323f218ac11961c459c99330f04edf21ae8534a08a4cf2e2,1630465271,0x91628ddc3a6ff9b48a2f34fc315d243eb07a9501,Pass,52221500000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0x3a37434674da93022e2b8345322a19fb6d0c961a08f3a27e7363f4b6cbe26d64
45,mainnet,0x01ef26d37e8117739701f28efdc637becd7952edc34f7f86eeedc0921d2f1afc,1572011535,0x379383e2d3ab8ce362cffbdd6f13d81213475786,Pass,183018750213918696008,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x6fa648d66be07b46f91efa6c91a655081f3ea0c1404f2440ca87b31c04410087
46,mainnet,0x02016f5ac132b75e503a37024b209c133963f5fb047bba55e3f333491898aca5,1580291248,0x30043aabbcebbd887437ec4f0cfe6d4c0eb5cc64,Pass,149345744646941318186,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0xb2fd3797a0ae09859a6b3d6fbfbd864cd706de9016bc1dd0b851b16e57cb6627
47,mainnet,0x0201f8b5db75ef07fd55bd773cc482f090881082c13001e9af51f360b434010a,1562239544,0x521aacb43d89e1b8ffd64d9ef76b0a1074dedaf8,Pass,144000000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0xdf99c4ed271aa7f21b14f52b03e0ed481ecfbff1647b710c2df6e30313308461
48,mainnet,0x021b2ec245cb73f2837edc34cc607d9c8fa75777cd4236115c5b0916ab046fbf,1587208600,0xd377b7a9e76fc735ad1a579254ac7dd35f8978dc,Pass,600000000000000000000,0x0b93ba560283350d4216f29dc57e15df38d0eace,0xe2d3f9b21af4193d28575e39f556d337235f9bbd0ae88e6ae537f49e2e87e84d
49,mainnet,0x022e746427a1b0a42e0a48f20736b0a6cce47c7c0b4de2127770e997f55c40c7,1663164191,0x91628ddc3a6ff9b48a2f34fc315d243eb07a9501,Pass,71989929243923154894734,0x519b70055af55a007110b4ff99b0ea33071c720a,0x99ed2061b444e7f0661088f32341329c3d62863b343ce98c3a3898d3cd74d320
50,mainnet,0x02423d6bd2f82fd4d2d43013a2c208e8d71caaa0473d00e296c13ba192c30000,1675743587,0x91628ddc3a6ff9b48a2f34fc315d243eb07a9501,Pass,88667801255694991837446,0x519b70055af55a007110b4ff99b0ea33071c720a,0x43c0224c092c5c3d8e2bf2c9d23d36236f787a1be6cbd52c2b61a753a5d06dcc
51,mainnet,0x0243ccd052a770f028d634d71a5f92172bac4b60c7368f5a12e264763ece9d56,1607846044,0xbaaea72417f4dc3e0f52a1783b0913d0f3516634,Fail,265864961573480975715,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0xcabc3775a2d4cd72e8597868aba0c33029dfdc210b2ba9416795445f87cbd560
52,mainnet,0x0243e157ad16927ca4fb5180d06b5c6e826d962bf565a4f83ecdb3b5da5a47d3,1593072385,0x58fdd0fa08ccde333e1f17d232dd418258fc5150,Pass,692992300383594211954,0x519b70055af55a007110b4ff99b0ea33071c720a,0x79e9f882f021b007d15420d9bd5579d760bbca586ab2e37d10b7e62820f6b345
53,mainnet,0x024b345d063cbad556b121ed13bc9760b34b03dfedd55d93cdd10dbd0f0f6abc,1603012914,0x7e72cfd9a36517435dc1ca7f9451eccbc973111e,Pass,19973799936000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0x1671f98969c98f61dfbc3e57c1b3a043a5a0d7b2548bf3150bb2aecb995ba461
54,mainnet,0x024c30600261687fd5f19e10b8f9c44b3e243243ea871e9b794f8ef594b95c0a,1581034814,0xbaaea72417f4dc3e0f52a1783b0913d0f3516634,Pass,265864961573480975715,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x490169e484184f66410f06f348e5a0fd874a77698be37653be7e7d915419b292
55,mainnet,0x024d8c3fe7bf7ac59b545334a42ebd9de95e69eae67346e0f8c5f36b018a32b6,1575761394,0x43e95670dd39653632f01f537d7809ab89ca58fa,Fail,93772800000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x02c37eacc95c327f89874e1157483adf429ebe774ea9f37b4ce97b7ebb8b20f7
56,mainnet,0x02508927731b629a5565236383c2a83cde6f9e5974c4119bbe11c61943f3a4c5,1592528877,0x3706c5fbe1d3f9d8e1da3c0989ecff4cb84be4c8,Pass,170160193187347159896,0x519b70055af55a007110b4ff99b0ea33071c720a,0xcc582e0ee8ebc730d8473c67de077130c998c99da79466f4075bcc677b090d16
57,mainnet,0x0259d059cf36fe6cbb3df1b0d454d3eb4569d5d967350c2fad93c6ea72ae2992,1599261695,0xabd238fa6b6042438fbd22e7d398199080b4224c,Pass,7716291109260095429647,0x519b70055af55a007110b4ff99b0ea33071c720a,0x1a6a2b852369cfc98b0eeb2a2a1bafe6f6367af1e11c8d32d9bf15ec8d3d7f8e
58,mainnet,0x025d22747fa2bdeef74b39a3d18de756fe2a3229353c17bcaa47e519045a4d8e,1555004391,0x379383e2d3ab8ce362cffbdd6f13d81213475786,Pass,241248000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0xdc67e00f7bf1cb385bdb98cbf7a5c4e021ea36ea495d966c5dc5d6f74da5b04b
59,mainnet,0x0272471965f0e2c571c96ac73ad57e6c4ba78d924a993ac48517ecf503fd98ed,1672261031,0x91628ddc3a6ff9b48a2f34fc315d243eb07a9501,Pass,83540500000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0xfc6a4c62263d613d7ad8bce55823041b38ced299f86c803960deccd5536f9ddf
60,mainnet,0x029203dfcfca9f2437ebb17d5cc4504273b1660d528fdadcf75310a4223ff0fd,1589772086,0x93d29542401c00f1431fd1c80b634697e5645c59,Pass,1847224440289156391812,0x519b70055af55a007110b4ff99b0ea33071c720a,0x76960ad76f5cb1c6273181c01e10b40caa5e1ebba7145d93f08e513972a0bf03
61,mainnet,0x029d175f39521872fb85596c27f86f361d66f53f84d574df13b846a76350cfc4,1585231119,0xa15ca74e65bf72730811abf95163e89ad9b9dff6,Pass,1000000000000000000000,0xafdd1eb2511cd891acf2bff82dabf47e0c914d24,0xe55f25245893b52a57c8906bd0ed1204003c7b138cd13c06507151ff167ed9e0
62,mainnet,0x029d89acf2f700777d0f031d416bb60e2a97b1c26f75d429709d4b9b779c09be,1643682294,0x91628ddc3a6ff9b48a2f34fc315d243eb07a9501,Pass,68055536991288981793936,0x519b70055af55a007110b4ff99b0ea33071c720a,0xd852607faeef3ad790d35d9ff8d96b518e3b6ec5264bdd74fc5f44490a215d8d
63,mainnet,0x02a28d0fecda133c9358a61254229c3ff41ecff4139dcaa1c13de6c8b98f9afa,1626422813,0xe1d2210a967ee144aad31ecd08565e894b88ffaf,Pass,5001000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0xa867cb2b8e7984ff4679b3aff1bb04bc47a21024c76a00cfc27e85a5bbd3a17f
64,mainnet,0x02a652e6eec4581db641e8f1443ca721408e893c050ef9009d6fd4d40acc8f4f,1555335185,0xcaa9c1251dfdad81f4175edbd09ba9d9131aca77,Pass,206592000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0xe4264d124dd94c586432532903ed28fb48f7c60a7f2b9cffacf2d57f8c866d37
65,mainnet,0x02a70ab742008bacb900da3de8fec4f57c4700f6c521d330e0636699f2b84fd4,1585953152,0x7f2a1ef39ea0d470b5669ce105a13c5b3bd8cd31,Pass,86297000000000000000000,0x15344ecdc2c4edfcb092e284d93c20f0529fd8a6,0xce82cbb5a233550d597509aea810b23bf9862649c2dab23fb46ee61cbf1f4ea9
66,mainnet,0x02a7188bdb69f69e13aa689069405aaa7f9d23144ff3e5ceeb97d3f53f42be4f,1588961006,0xb33b9fba681653fe263b31a95766d83d18c2128d,Pass,12619530240000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0xf5d5ba5f28a30289e6efcd2bde726144b5409fcfa1f5f52bd5ae6fc1c46a8b79
67,mainnet,0x02b30f5b71563280f2b849603d8bc44401c9eb07cb31ac73565cbbe5575e5c26,1573387868,0xce7298e5ef1ae8af0573edc2ebd03ab0f837e214,Pass,786027620440259439997,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x4e81cea5f3ae9baab2c572a6b158d01d114b6dac243675ca8b6ccd76d5780112
68,mainnet,0x02c28643d8ee32efe8ef33eb2a12af08d80d8cdde8a9d9cc80bf8346a8e773b5,1594008623,0x334f12afb7d8740868be04719639616533075234,Fail,7459377641846813105642,0x519b70055af55a007110b4ff99b0ea33071c720a,0x11934f3831906c55e3dc738bc5943022bfbefbe92ee2a9b64492a20f2c6bc7c4
69,mainnet,0x02c976b90c7bab9f7604a7bd1ede45c2779d4ad5964e26621b651f7d2fc35fb8,1561833590,0x31bc17f8a002d8a5c232b8fcc6e0171135cce37d,Pass,83286246174920627909,0x6bee9b81e434f7afce72a43a4016719315069539,0x9b6396c96301db6ab550c470398754ff28ab822febe1bee400f71ce032c3699f
70,mainnet,0x02cc7b9c208c4dc33641215d68516095af9fb271b952deb37b16fec3999e3ce1,1572335201,0xd1b06286f759cd9e1c140c6311ff8f2816167e65,Pass,290000000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0xd4b7b4f2a5ae5fc483d2bc084a2c9c29da86d627a0409b8f44d762f6b6590d1a
71,mainnet,0x02d5ea8e630d826886714240f098895f4b532148aec2596e38d125deb332c055,1563377270,0xc4d9d1a93068d311ab18e988244123430eb4f1cd,Pass,581006131591588564845,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x249042295f1af96d597c1efeb2f00766ee7dc2ec8a939410276d55c9727e0cc3
72,mainnet,0x02e2b9e18f40bfab5b26fc279771d23349e900ccd7665d45e8c777acaa9c3b32,1644312938,0x8e900cf9bd655e34bb610f0ef365d8d476fd7337,Pass,40438069741348580542956,0x519b70055af55a007110b4ff99b0ea33071c720a,0x36084df2ecab76964d65089e114c0f52c50afd7f651766eea10324f37b6e1f21
73,mainnet,0x02e83a76be31fdef955828f997d25afc96d61ab23a1b2e40eb8778c2c23c799b,1561244333,0xe13ccb8c29e1a921cbd70e1dd5cfe802f9f9d415,Pass,10000000000000000000,0x6bee9b81e434f7afce72a43a4016719315069539,0xd97cfb93b1309e5b0a5308e50c8efd4130d03da78aba853aaefb9ccad2873f36
74,mainnet,0x02e8d821e4470fce07ce6e8b12872fd686029f17136ce7eb7dcc1928b924de9a,1594411348,0xabd238fa6b6042438fbd22e7d398199080b4224c,Pass,453399464889691612462,0x519b70055af55a007110b4ff99b0ea33071c720a,0x97060a9eeb48e95aaf1eb0b6aa083a1338af66d515db9137e9ead5e330631a0e
75,mainnet,0x02e9cc8f859cb1a087529a3b4019076ebeb426b53bc16dc9852c27be93273177,1580155426,0xd67dfceab6587e655322b804547b9b450b2f78ac,Pass,293377644783424066877,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0xb2fd3797a0ae09859a6b3d6fbfbd864cd706de9016bc1dd0b851b16e57cb6627
76,mainnet,0x02ec673846f2bc2ff9495471ff4d0e531c8476629144b849f4493b24d0a5dcb8,1616977540,0xabd238fa6b6042438fbd22e7d398199080b4224c,Pass,40873291109260095429647,0x519b70055af55a007110b4ff99b0ea33071c720a,0xd4d5e354fe501dbcce2b8b324c8f392490c7a3f086b4c0952356c1895d09d7fa
77,mainnet,0x03035d15fd5faaa14949056a7de5354736be4b95f3a2c17734fa55da5d493462,1556095207,0xc4d9d1a93068d311ab18e988244123430eb4f1cd,Fail,384700858368000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x37e18b8e631ce5fe4ec1a07091f96700cbbc98648835dde0f1fda54aac2876f3
78,mainnet,0x03047d3b92b24a438393759edf3c38f23a2ef6c9261d261d4ca7d354d7aacede,1669825451,0xabd238fa6b6042438fbd22e7d398199080b4224c,Pass,65666198117420787582616,0x519b70055af55a007110b4ff99b0ea33071c720a,0x3ab02a812d3e086c363bccdc09e071bfa0729d540a84f6094667bdacd9603514
79,mainnet,0x0324731c6d8a20717ccabef5473921b55e4147c2b0eda35c4b1e17175a111e76,1572764014,0x95fd1628e15e4ead16e4f85cc1e4e8c58d8bc34c,Fail,122501594087424000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x5a5845b11b96ac0ce88a15200a842f59354b0ab301895448fcb50de7ed2d42c8
80,mainnet,0x0329794fb3409593e60bcbe2bd763713839c8d39abbba273319401744be7dda2,1596674235,0x334f12afb7d8740868be04719639616533075234,Pass,11214627161345335313345,0x519b70055af55a007110b4ff99b0ea33071c720a,0xcfc68fba4c030e829f87506a5146bd293a6516aab7d41922f9f8542c63cd23f2
